"","agem","agerace","age0","wm","wrace","wn","w0","eage","ew","em","er","erace","egender","ehr","en","ey","e0","mrace","m0","oage","ow","oe","om","or","orace","ogender","ohr","on","oy","rage","rw","rm","rrace","rgender","rhr","r0","race0","genderage","genderw","genderm","genderrace","genderhr","gendern","gender0","hrage","hrw","hrm","hrrace","hrn","hr0","nage","nm","nrace","n0","yage","yw","ym","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"124",-0.0739533664894862,-0.00138400440585167,1.51030455519009,-0.0144562089386086,0.00586738828066878,-0.00130910895445937,1.15743594172121,-0.0140220154724576,0.00404453912529195,0.00015810821467533,0.00130182286919732,0.00040133108170461,-0.104781104571252,0.0312962388581914,0.00438924860938461,0.283471569672891,2.26212959632489,-0.00688258177688774,1.32261662576068,-0.00447135307527953,0.0226644081195467,0.00702778141953961,0.00201391175894138,-0.0148893310844055,-0.00138049069838647,0.0282728268653817,0.00855458666216479,-0.000627124408807767,0.0130637572589487,-0.107470054898807,-0.00766660853534567,0.0215691976985802,-0.0127322758028207,-0.845988101764568,-0.0859484608601212,0.592041933351549,1.1639948919213,-0.154866914344052,0.0234797090505167,-0.0316809209776336,0.0111755321339975,0.250970618145051,-0.00321203643805931,2.82996188631336,-0.0134339717388991,0.0413036842862169,-0.0643387838737401,-0.00488775758846906,-0.000368185272967422,-0.486535027764527,-0.000129560585116941,-0.00216103693786848,0.00392748262637257,3.57149323837989,0.251839489477688,-0.0143739618006436,-0.151542839553474,-0.833668079472845,0.0186778552285817,1.01925737743123,0.30827753479565,-0.0014844406859966,-4.18412075796235,0.893614392354328,0.945311796368969,5355849.84034665
"125",-0.0679217998882012,-0.00403563643839863,1.45514459086244,-0.0167473468575041,0.00777443665528073,-0.00117582379425074,1.18265256930135,-0.0128362195611916,0.00260610019354993,-0.00305688596162764,0.00113412705637013,-0.00188540047881931,-0.098604562685936,0.0306489850012129,0.00439764870195317,0.288194512474593,2.26280144221359,-0.00744166516899558,1.31915431097642,-0.00368140064241229,0.0222668369191286,0.00675409386902574,0.00171120352162948,-0.01397036419681,-0.000748173390776532,0.0213407700261354,0.00855553470677167,-0.00064104069685579,0.0086545326679124,-0.100044553776236,-0.00865494758472475,0.0211499799935578,-0.016556762949381,-0.862683646574954,-0.088726816618598,0.590478391279572,1.1653239737189,-0.134238891338165,0.0139875321207693,-0.0249254057410574,0.0140852712798301,0.242497415626575,-0.00360663131111995,2.82359500182868,-0.0183405830044482,0.0388521018137897,-0.0722250249203698,-0.00302581764541892,-0.000238983301752333,-0.475704576204717,0.000265572386040782,-0.00144805233794448,0.00455114170274775,3.5711270917243,0.238540129748182,-0.00771198742084241,-0.164177970223847,-0.843851837800707,0.0219321592819497,1.01786887731095,0.327066953188527,-0.00130931114611724,-4.22258566886625,0.891062566016114,0.943961104080096,5355854.42529043
"126",-0.0723740775529238,0.000693482325617785,1.46862484890492,-0.0151273851625509,0.00572538563666044,-0.000616998575789053,1.16607918679812,-0.0133929782838846,0.00331925273940557,-0.00145970373364239,0.00249550323174546,-0.00111343375652846,-0.108708144270328,0.0258291194593682,0.00430058282664561,0.286498148366919,2.26614405580528,-0.00674211136783144,1.31964712490518,-0.00398868656732927,0.0222463941175497,0.00647023119554856,0.00110607516137968,-0.0164265065576555,0.000574431236343373,0.0303767082624547,0.0108087450571092,-0.000700807704750205,0.0122412319515327,-0.0996213554844419,-0.00724883654487562,0.0232848409477913,-0.0111156185668663,-0.849894950959276,-0.0850173909128273,0.587953076570599,1.12015926136346,-0.13041147361682,0.0234559244722476,-0.0196481930727643,0.0111630988796026,0.24640456799402,-0.00471736087524135,2.8375868624162,-0.0182552987694614,0.0393660580181409,-0.0654390549634412,-0.00716510637981435,0.000541863426982859,-0.455001455846227,-5.72049452990128e-05,-0.00184549571516815,0.00486724946360648,3.5706896147137,0.244172525339032,-0.00504500037402088,-0.146427923226615,-0.827815164520907,0.0278785482203749,1.0117659102899,0.33123979319818,-0.00125464794172109,-4.21879722751734,0.891462942213704,0.944173152665179,5355847.39817641
"127",-0.0687046081859679,-0.00218421737006779,1.47963822048492,-0.0131141547814706,0.0083950675064053,-7.30514530056546e-05,1.20504464281147,-0.011370077178948,-0.00115017294015353,-0.000728653109142208,0.000913270617361394,0.000182767424036079,-0.105029046205975,0.0274238724859333,0.00414451100531014,0.288912852064391,2.26635853042073,-0.00765862307042065,1.29069232700108,-0.00382352856307678,0.0218072780866841,0.00666732378941936,0.00272910402538802,-0.0143306261882627,-0.00178083808187084,0.0290712858673557,0.0114254699250466,-0.000816530566124015,0.0109340692408837,-0.103204415233474,-0.00659301515297844,0.0185345168252836,-0.0139612179244361,-0.843881673436433,-0.0917954764006136,0.58890576927767,1.15376840154272,-0.137345921075724,0.0264387860370882,-0.0323436058562412,0.0174967692757084,0.238191326842955,-0.00532604860043438,2.80208925104168,-0.0113136713207728,0.0368472774237279,-0.0732344854059617,-0.00691222407531846,0.000448770392803093,-0.455192343740707,-0.000554271041966642,-0.00150300896092181,0.00414548566800619,3.57079559739456,0.231742622532072,0.000807126368703037,-0.167063292925461,-0.837134920538482,0.0174754149858109,1.00475000740498,0.323494460459886,0.000604920949393101,-4.24025170442333,0.891524559043931,0.944205782149173,5355855.72234518
"128",-0.068371455360525,-0.000668520869292461,1.48141547274403,-0.0140463741922012,0.00829123642075161,-0.00183978489998124,1.15813879880496,-0.0118148140280108,0.00298736745806043,-0.00282222655759016,0.00174268445110936,0.000482081592163122,-0.107915620522913,0.0314184698468382,0.00429085946574784,0.2907982395591,2.25916064548665,-0.00527515331766754,1.31684196059283,-0.00430209078931901,0.02089952247931,0.00764300833095377,0.00221444214518976,-0.0138501951480388,-0.00181018910093923,0.0255394424887092,0.010036829116416,-0.00100098322387827,0.0122132657904346,-0.102378467798187,-0.00372856221812913,0.0245558349709643,-0.0147197580754091,-0.842576139859534,-0.0927693869551915,0.584686451838046,1.13764199076601,-0.143255848887813,0.0430357565269307,-0.023706856906092,0.0110654598976647,0.216135387323901,-0.00259767077870168,2.82973992924878,-0.0134848378966743,0.0361671149583692,-0.0720431230322656,0.00373578028602513,0.000963833384479948,-0.478152613250717,-0.00028790347718317,-0.00187209223995154,0.00445177235414745,3.57718190125009,0.239343025478593,-0.0156467588845836,-0.162193046096531,-0.825469901483715,0.0132464859456145,1.01669403852785,0.320391441724635,-0.000985472820340021,-4.27281601115524,0.896516237222814,0.946845413582816,5355855.21523077
"129",-0.0683916161356873,-0.00154007930058121,1.48238373043732,-0.017083465986733,0.00606697460574428,-0.000141346144582946,1.16745673481292,-0.0114745507803227,0.00303564581971255,-0.00139706066055334,0.00192789061607831,0.000274038097737507,-0.104959643960479,0.0311114689882926,0.00416081722585827,0.291455803360823,2.26026699116463,-0.00738464633288259,1.3074670043683,-0.00453778343362891,0.0217840949625025,0.00752948141638796,0.00236924208910348,-0.016124341297109,-0.00104379278312763,0.0246347055596585,0.0101702269541103,-0.00066646816812192,0.0122166904874624,-0.102956655243668,-0.00632400689763241,0.0196068600654716,-0.0122852985714871,-0.85665417150642,-0.0909337568980281,0.592843826560164,1.15847773092985,-0.147085214853443,0.0258203925417934,-0.0270388402898575,0.0236466005902002,0.221936913531778,-0.00242625110596815,2.83822821756011,-0.0115654404403899,0.0436097956365326,-0.0767833123113915,-0.00722358989641208,-0.00257012146407145,-0.474262493748978,-0.000367513767560333,-0.00168276407261564,0.00391188056765478,3.56753976553937,0.238491206591761,-0.00481867451066808,-0.150208880891842,-0.836404433394967,0.0121109296685179,1.01704604299378,0.328865956084786,-0.000437624703948817,-4.27425569852299,0.88895596323678,0.942844612455722,5355865.03229525
"130",-0.0685109199275715,0.000509344658076767,1.47065790359029,-0.0168888292534585,0.00759295853288197,-0.00056463839886731,1.17233761388745,-0.010961444130081,0.00227977403094763,-0.00280072208958603,0.000406420222936579,0.000446506291317898,-0.102975763528921,0.0329024220540264,0.00464830056858461,0.291907944237694,2.26329970470062,-0.00491237070254851,1.32377644298431,-0.00435605500452081,0.0220179371694975,0.00702458489882616,0.0036789455508075,-0.0156708891555775,-0.000812466926463472,0.0270295918092367,0.00985757292043769,-0.00107431628000627,0.0104913901061551,-0.104789630702558,-0.00726805399339106,0.0212667353898623,-0.0112118329021314,-0.861686057343319,-0.0905118001332797,0.605932197968478,1.1230214630865,-0.141607845053826,0.0235845462120419,-0.0312500963634165,0.0105281872707156,0.228206285555222,-0.00238546957425557,2.85543357352058,-0.0143846446993469,0.0456703215862037,-0.0753840670132123,0.00505257891300026,-0.00230515771870712,-0.493965313806159,-0.000143291800228202,-0.00185444569480366,0.00447893776527985,3.56803047746403,0.236771498283554,-0.0086516018577404,-0.152606576283142,-0.815631326594589,0.00995271799405577,1.01276899522235,0.326500669558473,-0.00389635358273766,-4.28093940499869,0.88855111121852,0.942629890900199,5355865.70491446
"131",-0.0686689650466344,-0.00232044359568345,1.50799834584214,-0.0145363648369514,0.00701110442104574,-0.000315998177164213,1.17492849145063,-0.0122693777375661,0.00239733070376887,-0.00213469234861012,-0.000455605665703683,-0.000880662854197352,-0.109107342943514,0.0278272116232858,0.00448778092468219,0.296963716749578,2.26854541838375,-0.00851614811875324,1.30948265156903,-0.0046355088302313,0.0225096370068685,0.0064905467452949,0.00281978788320873,-0.0156582451119017,-0.00145031161206579,0.0278476860786368,0.00887799931441279,-0.00103866439461834,0.0113528890083786,-0.101904346172789,-0.0085533471064738,0.0188976369055115,-0.0140472502617929,-0.872019008513764,-0.0856990409010361,0.620114177180871,1.16453590868329,-0.149062663740839,0.0294603794205171,-0.0276880127767064,0.00933685198667828,0.258436381003449,-0.00322964056615361,2.91654427461747,-0.0119173475377718,0.0394053687520438,-0.0708712933544317,-0.0107746536936904,-0.00209650675904256,-0.457541617061737,-0.000818031587831589,-0.00153203710230603,0.00449313300900855,3.56887513995264,0.24284330392538,-0.0203581123721837,-0.157489149361067,-0.850574864602273,0.0201375733313834,1.03030596055353,0.314888121633567,-0.000647728361414771,-4.3351325627884,0.896394292032161,0.946781015880738,5355881.87006781
"132",-0.0726235524431051,-0.00437507864254582,1.48233534541481,-0.0165199360814192,0.004469844152138,-0.00113100315619095,1.15424678422192,-0.0148524381130689,0.00303631096059577,-0.000419243950719758,-0.000940513451633969,-0.00101637257793914,-0.110921997009112,0.0305018474041421,0.00432962944650595,0.298621414633259,2.26725254406398,-0.00522942942512138,1.32422068502476,-0.00336012794517408,0.0221709470176756,0.00670362888624433,0.000814895111024946,-0.0152811433349603,-0.00160448011829165,0.0214257377046394,0.00986177348446789,-0.000975939267867955,0.0140655954833784,-0.100934603179893,-0.00632006026815238,0.0189497065683057,-0.0140698660515479,-0.847894064566905,-0.0879917931230337,0.613701551711666,1.16085054988748,-0.144157499614635,0.039862769404443,-0.0379861279301029,0.0278068691231031,0.225500368164585,-0.00274708945580938,2.94156404294157,-0.0116215008801726,0.0399795562063394,-0.0724923973596153,-0.00714393821978494,0.000204230742179037,-0.477764175240739,0.000154027769089039,-0.0014438316100508,0.0044607022273163,3.57107605532519,0.243192431167441,-0.0218269272128253,-0.148260688253161,-0.852846119106664,0.0182836585984932,1.0380274528107,0.336390472758523,0.00198537436003927,-4.36863311806604,0.88959953518349,0.943185843396459,5355878.66787077
"133",-0.0667893265832985,-0.00166587133814672,1.49249281003361,-0.0165937795598582,0.00538575914203201,-0.000818930022212294,1.14629049302054,-0.0119896721743465,0.00414506839211548,-0.000447114945096356,0.000214361745609263,-0.00116729329247918,-0.113916502969726,0.0285901428157342,0.00452597760189547,0.303686303748588,2.26677134489361,-0.00781483139075627,1.26538314173284,-0.00501132972932007,0.0220527424384042,0.0064857544407574,0.00144397646410655,-0.0139470276651262,-0.000179477666266339,0.0228417227312484,0.00922294347146561,-0.000746708429733189,0.0142749942562741,-0.104547246881089,-0.00638194702260801,0.0259601871869037,-0.0145644794588185,-0.846671453083212,-0.0890585031404062,0.605037591158076,1.16428243339547,-0.154140864714673,0.0424828754809504,-0.0120604415929617,0.000214496200638833,0.248140961347505,-0.00292319703189348,2.95128990435989,-0.0109774777478398,0.0344680459167659,-0.0719193360539502,-0.00488647064410671,-0.000419413985074191,-0.461227540368336,-0.000276628229988413,-0.00116378895498104,0.00460199332878329,3.57063011001851,0.241701419443036,-0.0155463435780956,-0.148958433875195,-0.830466525100579,0.0175255969275033,1.05089576876813,0.326463039492461,-0.00398330012307789,-4.43417524264774,0.891525541570712,0.944206302441745,5355903.25075966
"134",-0.0683116219948882,-0.00322193040614235,1.49606934152309,-0.0129427571196772,0.00835858444083267,-0.00143059764668507,1.14727436486102,-0.0136130650426352,0.00348645971549096,-0.00121861311895218,-0.00147595200644876,0.000678119688509772,-0.108132636841282,0.033745732348074,0.00436588197764261,0.307821132013083,2.26417713316626,-0.0100159394967546,1.2998763286566,-0.00423422205470545,0.0224128228810231,0.00692053549827552,0.00174035125424908,-0.0134473331497291,-0.000924310292376055,0.0288120058849527,0.010343583788658,-0.000988515735269519,0.0134732872661013,-0.101581971533012,-0.00394287851371724,0.0237380633105849,-0.0131690248899132,-0.863743114408971,-0.0900996784019428,0.605268799097836,1.16358148852462,-0.147632419311902,0.0387672868859616,-0.0289956554554977,0.00844625498873154,0.2304427781282,-0.00377648840192357,2.87305925237489,-0.0102570115041987,0.0441245611203951,-0.0717369061359943,-0.004665139376267,-0.000215875858538597,-0.5047357901458,-0.000284743669454672,-0.00192533406261471,0.0040765502571954,3.57494909394694,0.248681277721937,-0.00462531035184297,-0.145784713630399,-0.841322232702343,0.00767809654492636,1.0537745284398,0.331159067950717,0.000443330401354418,-4.47412358981934,0.8917124706314,0.944305284657139,5355914.29390896
"135",-0.0681280222014948,-0.00407354807820562,1.46203257038867,-0.0128047108314745,0.00810254895737295,-0.0007453360514991,1.20403260517215,-0.0127873579119033,0.00037638317002759,-0.0014270711634561,-0.00278529889900859,-0.00088080428335432,-0.108716032641778,0.0312830108471961,0.00409016028071524,0.308659782983162,2.26445320694431,-0.00761347145329683,1.30498291203275,-0.00409067186767381,0.0219415659975658,0.00675220702701163,0.00195436578754723,-0.0143249956560213,-0.00119111027317303,0.0265804577144206,0.0100022953350402,-0.000785587442040896,0.0132031309680973,-0.0982233646877729,-0.0102051066590278,0.0211949487045787,-0.013329109473926,-0.859811925694411,-0.0836565181527488,0.621534190437061,1.18159606189118,-0.139578887274883,0.0152035289024829,-0.0357351836669735,0.00307463074487762,0.248484489318486,-0.00464276590040467,2.87860363289862,-0.0138087646718962,0.0405196763058839,-0.0672769585294687,0.000256931000580358,-0.000676756566751282,-0.503036025332151,5.58580331235292e-05,-0.00162099965956639,0.0039075970629535,3.57418682466834,0.249885887867571,-0.0153837733111262,-0.167464292805265,-0.818418346872187,0.0324817327631758,1.04540917710001,0.328072690883206,0.000547484382987435,-4.47887435527614,0.893079092072081,0.945028619710578,5355918.00020361
"136",-0.0713437054044651,-0.00304190884451348,1.46484540399224,-0.0151358713687584,0.00574361896613813,-0.00079526930216128,1.19634161876982,-0.0127219914489308,0.000888234482514939,0.00027157843572639,-0.00119514546256762,-0.00047798690750388,-0.107125662014618,0.0309921122166105,0.00449642667241735,0.308993476009376,2.2661436095287,-0.00879447909967628,1.29370314825333,-0.00399180954611344,0.021862308957036,0.00685249513077786,0.00302412278002947,-0.0158929430175568,-0.00122954944040785,0.0243774876357248,0.00963022005967929,-0.000916472896624403,0.0123642906895384,-0.103967564252904,-0.00839948153498847,0.0195954001879855,-0.0144824938471098,-0.854552674770036,-0.083836679829404,0.622548670708046,1.19040365029425,-0.148141195356638,0.0220380631284236,-0.0319158244403401,0.00849365387913651,0.252263404811674,-0.00192097705404999,2.87321082641832,-0.0131314216469457,0.0406013819871256,-0.0686243652875284,-0.00600042618124702,-0.00239741036967983,-0.501539442063824,0.000336035821393419,-0.00162228662233085,0.00379700487163446,3.56907160310128,0.244638307804738,-0.00595974887714555,-0.155283939193876,-0.837338246483157,0.0308885881594905,1.04114522705504,0.321910625804236,-0.00205682925392384,-4.47717972616506,0.895889563502997,0.946514428576235,5355922.59030448
"137",-0.0691193842113241,-0.00284285048794731,1.51589600253602,-0.0145410332099737,0.00742668072739428,-0.00144586996628702,1.17721977372862,-0.0127332220831816,0.00218813188347001,-0.00195800481296254,-0.000765257512633981,0.00057762110661707,-0.109093244780987,0.0297696585485303,0.00431541112910739,0.309682917069822,2.26604920576745,-0.00647423743847678,1.32138969611016,-0.00490156439251583,0.0222177504979246,0.00648037485265501,0.00237353363596085,-0.014942190189537,-0.000786127305078256,0.0257164966282452,0.0104320632560354,-0.000713803463550463,0.0117173586308475,-0.105576246763181,-0.00991260657071935,0.0171477519986995,-0.0108349183430272,-0.85753819278856,-0.0851802319229093,0.612550795377894,1.11125663782207,-0.1481051611237,0.0329334076592444,-0.0323886551507643,0.0218993207218767,0.255981882857394,-0.0062865692878754,2.9043372621961,-0.0150355052555242,0.0391820672053266,-0.068967868577793,-0.0061289707783882,-0.00157307735298578,-0.497497560880186,-0.000796499213049188,-0.00169865699491316,0.00482213586955365,3.57520269546978,0.244968539205634,-0.0184516444637931,-0.154012565451461,-0.83867849781723,0.0325743906449388,1.0683915165968,0.324985078651911,-0.000665002629071649,-4.48045615361954,0.897474975647334,0.947351558634562,5355917.6496276
"138",-0.0672882392085709,-0.00261867714155179,1.49950640617003,-0.0140895178668987,0.005774009817594,-0.000399229865394719,1.17603895678646,-0.0134601537516007,0.00309415492732524,-0.000707541658654046,-0.00178300587122637,0.000703744987784233,-0.112157491544772,0.0310215244776924,0.00428058016809228,0.308069559891756,2.26644362874136,-0.00665177597804247,1.25726691350628,-0.00393922070664646,0.0215748799648633,0.00649683188501876,0.00220312609275011,-0.0146515595757792,-0.000540772005322451,0.0249544615749567,0.0105538300261938,-0.000960217403138223,0.0148504801989879,-0.102865463028783,-0.0118152977068219,0.0247992941110509,-0.0133620533974907,-0.855218710503385,-0.0881455354261087,0.625389643636998,1.15005408257027,-0.149550901537976,0.0249271266394369,-0.0253229397912122,0.0162235538025482,0.24421129179735,-0.00494027701713518,2.92987625187866,-0.011853052606052,0.0383649647510028,-0.070136254346645,-0.00327208334343085,-0.00109955216816282,-0.496702456615847,-0.00037270070381653,-0.00100626859391528,0.0040416602947502,3.57123175372601,0.239021107376202,-0.0072445235986743,-0.146310830842571,-0.82918221426632,0.0242097122211321,1.08319046345506,0.321453542951052,-0.000789872098844686,-4.48969018895117,0.886358678629213,0.941466238709181,5355926.30161132
"139",-0.0683734990607181,-0.00286475425287392,1.49178451654409,-0.0181858548965648,0.00571736382775513,-0.00133650194268111,1.16921165887341,-0.0148346322710254,0.00233217558793205,0.000785711102004535,-0.000793518808271318,-0.000787189031248112,-0.112538698744384,0.0323949264591645,0.00432218071444113,0.309868072604633,2.26365607086147,-0.00830468665612123,1.27151620837234,-0.00467361331552489,0.0217365255153721,0.00695200446933194,0.00313087455944261,-0.0155903478682432,-0.00101176414725674,0.0267251841700116,0.0101940970763225,-0.000961935989292078,0.0140021507732311,-0.103376281561986,-0.0071523842754236,0.0240376410575561,-0.0130740854303562,-0.849105728029141,-0.0868630535464054,0.6202940110467,1.16886331635053,-0.140812279550253,0.0410187993159477,-0.00958547652729195,0.0126297242790697,0.238715248627536,-0.00453039269261681,2.91365805738795,-0.00951908760921144,0.0415931452328972,-0.0729041434818251,-0.00720656920156085,0.000247964394597147,-0.505481958886279,0.000151188538880263,-0.00172222878108135,0.00426887614457454,3.57709729894313,0.245519247159186,-0.0249969335641694,-0.15044543651271,-0.841693381704009,0.0282124241707642,1.07236923707682,0.325008540035742,-0.00392607944634368,-4.49883847055882,0.882126753811452,0.939216031491931,5355917.34595439
"140",-0.0723471146086256,-0.00346883380423431,1.47994237482595,-0.0117301889224723,0.00945732327183777,-0.00112913951455322,1.15656387659472,-0.0145880069707171,0.00262998734965976,-0.00276924027678764,-0.00186773236601619,0.00148333764467702,-0.114906926002998,0.0293262180243862,0.00437749909956732,0.311283525245494,2.26448345440014,-0.00474065586406667,1.33908201114973,-0.00362489928190507,0.0232001890614231,0.00688107638778054,0.00298194382213776,-0.015100892928761,-0.000401156332318735,0.0279440509676841,0.00936654087035536,-0.000605978796171281,0.0113412945434441,-0.10027714953796,-0.00610725507033165,0.0171650849696579,-0.0132295437909203,-0.868524153708995,-0.0917724840895397,0.626074700528442,1.11312660553752,-0.138422064439255,0.0315436992044696,-0.0451193928185535,0.0136929214341318,0.228325676286287,-0.00256176229439191,2.95960180206196,-0.0110773702486031,0.0361907367787116,-0.0651260412862574,-0.00301339054048732,-2.67212993189227e-05,-0.451538228236244,0.000103438725644245,-0.00193828021975833,0.00447494158613042,3.57202296838316,0.248000758497969,-0.0063823790299921,-0.16127777667662,-0.833737090139823,0.0242959550138758,1.08397000997245,0.326629360978294,-0.00503591533761473,-4.49158462033732,0.88329467455205,0.939837578814579,5355912.45871152
"141",-0.0686688823724772,-0.00154217668117573,1.51382889273026,-0.0120074409318799,0.00793084574359872,-0.000929523331518561,1.15591065008212,-0.0136049045825353,0.00258806927609409,-0.00110226094378252,0.00123004489451665,-0.00113549366702125,-0.115573348866681,0.0332025283574779,0.00475448633578756,0.310042516147173,2.26609807284741,-0.00883438750597464,1.29262243885769,-0.00460684477649813,0.0226182163065284,0.00685144510361246,0.00147181938981319,-0.0150638836308324,-0.00141008056374471,0.0222315743118381,0.00816507781200212,-0.0007233826177334,0.0102970065650466,-0.103494607261991,-0.00462156053755553,0.0245898965187309,-0.0129560225238737,-0.858379810283446,-0.0851568382676556,0.596174348409032,1.15858739089829,-0.145922612833249,0.0353452797214989,-0.0119770956246938,0.0101266328329664,0.251386085079381,-0.0032234835538986,2.9856345653673,-0.0134592734336306,0.0360409514590839,-0.0734555404472858,-0.00654725593836476,0.000391551425927425,-0.507844601567233,-0.000634689170067542,-0.00200548054707384,0.00428133748526276,3.56644038058473,0.249566660006206,-0.00285631178895564,-0.145546426635323,-0.841640458954665,0.0293230302535325,1.11118031302671,0.313057718370628,0.00102771087410965,-4.47333908828007,0.888883625246396,0.942806250109956,5355913.2170634
"142",-0.0725205287919618,-0.000758339406372767,1.47358543084618,-0.01136730294552,0.0104554103514176,-0.00180972717700289,1.15585255759476,-0.011751827214931,0.00372412008970604,-6.60819342819977e-05,0.00118790388826067,0.00147872894283925,-0.104733318157558,0.0355059639594718,0.0043471369574998,0.313979628646623,2.26299925374754,-0.00618751737545136,1.27432360364798,-0.00484993674133924,0.0214899356760745,0.00700408476623302,0.00178227773950299,-0.0155167939632792,-0.00206146538415509,0.0252986981516966,0.00883673169904555,-0.000758574818557017,0.0101477302132767,-0.101297170714823,-0.00501486267473609,0.0194288553120615,-0.0117668193751332,-0.85498944777768,-0.0861909361175541,0.598785190799724,1.13213911081862,-0.14396697642902,0.0357625839061721,-0.032699899014564,0.0108653900345455,0.240430253860518,-0.00196280810102875,2.85237581615126,-0.0129629930665654,0.0419027645643438,-0.06999956360859,-4.6906596454106e-05,-0.000374236123598186,-0.532882957653531,-0.000119084804083698,-0.0010634894201901,0.00401511455272908,3.57453053856222,0.243431394845713,-0.0143233801197711,-0.153361312058083,-0.828269919083539,0.0203207297392629,1.07424763842935,0.326775186922264,-0.00314652464598048,-4.53457706815766,0.901682207357191,0.949569485270662,5355925.07885857
"143",-0.0686050293302418,-0.00216047758848513,1.49373834487763,-0.0169469808411456,0.00613560868020141,-0.000223329934179564,1.19388158215822,-0.014518884349451,0.000522243026250853,-0.000239030027848356,-0.00258562517315864,0.000404139865728776,-0.104577744895182,0.0316096477121913,0.00439664768527357,0.313473436566661,2.26657345620694,-0.00474722503584797,1.29987709575964,-0.00402717682922583,0.0226540364611403,0.00665885798860683,0.00173944207046856,-0.0134326902123889,-0.000600331362901575,0.0257199015957673,0.00800868539103171,-0.00119040081394264,0.0195825127387521,-0.10064186615881,-0.00908269224348605,0.0228701809789702,-0.0130440624598944,-0.857795022796393,-0.0834032143109301,0.623013643086253,1.14626384734234,-0.144464855437508,0.0207826654105431,-0.0161855925316538,0.0109154167389849,0.258216089672512,-0.00146636431489314,2.84034193048686,-0.0110452798023931,0.0432596635183188,-0.0711073360681515,-6.18135243598574e-06,-0.000710966782315676,-0.496798719931661,-0.000130190810613973,-0.00184413034390476,0.0042392687359341,3.5696045506654,0.250899140263246,-0.013789006578831,-0.160840646821975,-0.829632661395498,0.0132746026066289,1.06457653813376,0.31820992849387,-0.000471284181921925,-4.57040107665799,0.892971655237379,0.944971774836359,5355937.24526715
"144",-0.0699687604178167,-0.00302914882643862,1.47954110373802,-0.0148731174064327,0.00721952497225535,-0.00127524226058871,1.17524752741053,-0.0126658320365026,0.000658243123366249,-0.00277299621006519,-0.00122214560512363,-0.0010842138657829,-0.102615549247439,0.027615679574453,0.00451214785691734,0.318062145216352,2.26607723265542,-0.00563625773176132,1.29042359664088,-0.00438787607577457,0.0224920560696258,0.00678761847279687,0.00216025680854963,-0.0144455664344797,-0.000790299902477233,0.0276480493405667,0.0111766022631672,-0.000393168227465377,0.0103693309404333,-0.0994393034034714,-0.00455175198122818,0.0234646982711133,-0.0125754398341803,-0.8565757478557,-0.0819959988215578,0.618639918658986,1.14508994721266,-0.139605944350608,0.0406824262716057,-0.0114283475391148,0.00769085250340053,0.248579033586569,-0.00276765108665923,2.81310449847764,-0.00950514705413976,0.0433480297062761,-0.0705137271434258,0.000419074757817533,-0.000323075973783842,-0.474972231678969,-0.000238479138703041,-0.0011595381027126,0.00473316208340547,3.56774489628431,0.246033398725011,-0.0099908124936529,-0.148768715740158,-0.821773232185292,0.0226002826401889,1.05306176766762,0.320696396089156,-0.000352048812036639,-4.58209073958483,0.892962334763786,0.944966843208684,5355934.36724534
"145",-0.0694240654630296,-0.00338655077802277,1.48802903445848,-0.0169344237048849,0.00583561125874275,-0.00204130480830039,1.17441333192109,-0.0129833034380172,0.00343017224258206,-0.00173064447663929,-0.00112149843922086,-0.000575562270933967,-0.106536367474109,0.0317117575774065,0.00423316423111131,0.315616760872038,2.26329138694486,-0.00821601373115676,1.27662333250537,-0.00445932232352967,0.0216355457285322,0.00709203459894224,0.00290518876357464,-0.014745229239071,-0.000719170579962958,0.0299353557534085,0.00972508353404881,-0.000549138254099674,0.0135399917492062,-0.103061241396962,-0.0103537537668986,0.0241413537940155,-0.0133646002077848,-0.855128439042731,-0.0939228842676126,0.61190228411087,1.15465188483219,-0.158321169295996,0.0204044564255994,-0.0038563270876436,0.00708923966491905,0.231577810452049,-0.00436362450802828,2.8393555359457,-0.0123897445120137,0.0362755883331822,-0.072936835608735,-0.000595354749426213,2.61183298335904e-05,-0.47726710740038,8.73774145835668e-05,-0.00106705305340581,0.00470335935811477,3.57602638875829,0.247323922334064,-0.00723613493983003,-0.154600597056087,-0.826683001660353,0.0252292401967486,1.0580816730667,0.309981147434497,-0.00042413488815418,-4.59245768150849,0.892812867113405,0.944887753711204,5355930.22833352
