race,sex,LSAT,UGPA,label
7,0,32.0,2.6202921541730526,1
7,1,47.0,3.1292132824634393,1
7,1,32.0,2.804546283866775,1
7,0,33.0,4.131407069690362,1
7,0,35.0,3.0263518569747556,1
7,0,53.0,3.197784308215235,1
7,1,37.0,3.087255004432647,1
7,0,41.0,3.6840724552641877,1
7,1,34.0,3.6215146153224764,0
7,0,37.0,3.457763053761138,0
7,1,34.0,2.3829322578433656,1
7,1,37.0,3.3970040263653867,1
2,0,31.0,2.935899098083964,1
7,1,39.0,3.490601388010173,1
7,1,44.0,2.510641998911554,1
7,0,42.0,3.121431613479979,1
7,0,50.0,3.066074200656866,0
5,0,46.0,3.1617369153313204,1
5,1,30.0,3.8927246222037586,1
7,1,39.0,3.568575912354178,1
7,1,39.0,3.4814764449816282,1
7,1,28.0,3.9114511225754036,1
7,1,34.0,3.743013519404603,1
4,0,43.0,3.3721758091292067,1
7,1,41.0,3.392171957217548,1
7,0,30.0,3.4717912582115953,1
4,0,27.0,3.404128771772481,1
7,1,42.0,2.960971719889009,1
7,1,51.0,3.0116769993526646,0
7,0,32.0,3.7174592599648406,0
1,1,35.0,3.339197886609387,1
7,0,28.0,3.5446505750217456,1
7,0,34.0,2.831841033844166,1
7,1,29.0,3.651645005562913,1
7,1,36.0,4.11752400091937,1
7,0,39.0,3.445611910688942,1
7,1,41.0,2.7144091509250807,1
2,1,29.0,2.4345579117229548,1
2,0,33.0,2.842798033488241,1
7,1,34.0,3.136886436019205,1
7,1,35.0,3.152029762255846,1
7,1,37.0,2.465169390942678,1
7,0,42.0,4.262763297526064,1
7,0,31.0,3.2497055276460487,1
7,1,42.0,2.346717782453256,1
7,1,27.0,3.528614182245196,1
7,1,33.0,3.0845662097214976,1
7,1,33.0,2.8692331480801205,1
7,1,34.0,2.4435330593258535,0
7,0,38.0,3.589560769756542,1
7,1,49.0,3.756149140790285,1
7,0,39.0,4.075813919088125,1
7,1,30.0,3.3271446217606035,1
7,1,32.0,3.4461208137748387,1
2,1,31.0,2.8424550356129,1
2,1,30.0,1.812335081171379,1
7,1,49.0,2.6226690485402924,1
7,1,34.0,2.4264093777342475,1
7,1,35.0,3.0951895128420612,1
7,1,38.0,3.0386431545936503,1
7,1,32.0,3.5446009992668617,1
7,0,42.0,3.6532075806494997,0
7,1,41.0,3.82530886206641,1
7,1,43.0,3.43955366908369,1
1,0,30.0,3.193807086677898,1
1,1,35.0,2.8018510493383704,0
2,1,28.0,2.1526066526673158,0
3,0,41.0,3.3739135205803867,1
7,0,32.0,2.971108128196273,1
7,0,41.0,3.2398273562642967,1
2,0,37.0,2.6905028195297684,0
7,0,36.0,3.4855668257438865,1
2,1,26.0,2.4775788630639326,1
2,1,28.0,3.1274687154363683,1
7,1,41.0,3.051246564694159,1
7,1,37.0,2.996527896056205,1
7,0,38.0,3.5616361761076814,1
7,0,43.0,2.6215600576763225,1
7,0,41.0,3.719345413895169,1
7,1,45.0,2.7566043802431386,0
7,0,21.0,3.595907558338464,1
1,0,29.0,2.541111786153992,0
7,1,39.0,2.5412391384942836,1
7,1,35.0,2.8400204644347484,1
7,0,40.0,3.2246639060909112,1
7,1,38.0,3.303891453847613,1
7,1,34.0,2.6732179810080865,1
7,1,42.0,3.19206011716769,1
7,0,30.0,3.4200277349881176,1
1,1,29.0,2.7134722853001154,0
7,1,30.0,3.0467134470737878,1
7,1,29.0,2.2558951964583795,1
7,0,39.0,3.220456392023028,1
7,0,28.0,3.3912967451231864,1
7,0,42.0,2.878523925497619,1
7,1,34.0,2.794423550081477,1
7,0,36.0,4.1821757932418695,1
1,1,32.0,2.5464044733617035,1
7,1,28.0,3.3495656328664336,1
7,1,28.0,3.0700337169515386,1
7,1,42.0,2.875281990862998,1
7,1,36.0,3.2458453506584988,1
7,1,39.0,3.3059758432912165,1
7,0,31.0,3.5584690563769903,1
7,0,40.0,3.4314327670960587,1
2,1,31.0,3.2626273955311156,1
7,0,39.0,3.172983927375845,1
7,1,42.0,2.7915501993488054,1
7,1,38.0,4.0374413751416505,1
7,1,43.0,3.220533675756042,1
7,1,49.0,2.989872567123906,0
2,1,28.0,2.6796277869267486,0
7,0,36.0,3.3962510918766435,1
7,0,35.0,3.735848523396138,1
7,1,34.0,3.637975607330517,1
7,1,39.0,3.2488435005657834,1
7,0,43.0,3.0498657251347816,1
7,1,38.0,2.90458658517427,1
7,1,41.0,3.0334471395518428,1
7,1,40.0,3.633606737479616,1
7,1,33.0,3.5758475788502992,1
7,1,43.0,2.627186802966181,1
7,1,28.0,3.9869579539577313,1
7,1,42.0,3.053824559379043,0
7,1,32.0,3.258288307349018,1
7,1,34.0,2.875028929466645,1
7,0,31.0,3.579847600823797,1
7,1,41.0,3.24165417470174,1
7,1,26.0,3.344553653044664,0
7,1,43.0,3.631913087872988,1
7,1,55.0,3.5793954314266756,1
7,1,52.0,2.8564612694700644,1
3,0,43.0,2.651691082787252,1
7,1,29.0,2.7442071399621746,1
2,1,39.0,3.665335659606713,1
7,1,32.0,3.414075730746179,1
7,0,39.0,4.333061177950546,1
7,1,38.0,3.068242860799025,0
7,1,41.0,2.7536349619396105,1
7,0,34.0,3.310395971343359,1
7,0,46.0,3.4865528467914455,1
7,1,45.0,3.2714786731905954,1
7,1,37.0,2.788461582577782,0
7,1,37.0,3.037838199291516,1
2,1,27.0,2.7855524660254334,1
7,1,31.0,3.2489119705173772,1
2,1,45.0,2.3785080025882843,1
3,1,32.0,3.0727930070576943,1
7,1,37.0,3.63328672339797,1
7,0,41.0,4.089906442728648,1
7,1,35.0,3.4092997302999617,1
7,1,47.0,2.9410560102527032,1
7,1,36.0,3.0323781954129525,1
3,0,34.0,3.043053493962548,1
7,1,29.0,3.279187510881936,1
7,1,45.0,3.0513262895884368,1
7,1,46.0,3.4612693574725792,1
7,0,38.0,3.7420598253886137,1
7,1,43.0,3.2934071622272496,1
7,1,33.0,2.6476023674126035,1
4,0,46.0,3.2931803029348976,1
7,0,41.0,2.8280404154641996,1
7,1,34.0,3.12918937148328,1
3,1,31.0,3.669915250184814,1
7,0,27.0,3.142833695446432,1
7,1,39.0,3.1970893307652064,1
7,0,25.0,2.703005422945807,1
7,0,34.0,2.4962299790916385,1
7,1,40.0,3.9094813331540235,1
7,0,38.0,3.1625249060182936,1
7,0,31.0,3.228808241950852,1
7,1,35.0,2.487746721167828,1
2,0,44.0,4.186555936528505,1
7,0,36.0,3.1460155403383543,0
7,0,36.0,3.429603976410351,1
2,1,30.0,3.1118066110206,1
7,1,39.0,3.164658536810061,1
2,1,27.0,3.302311736541869,1
7,1,38.0,3.3824611211616835,1
7,1,33.0,3.9417770600725013,1
2,1,40.0,2.6925881696440443,0
7,1,36.0,3.1187816767932857,1
7,0,32.0,3.1961340089332926,1
7,0,46.0,2.9114886557008615,1
7,1,42.0,3.061759238184883,1
7,0,30.0,3.2945017073924094,1
2,1,31.0,3.7075822914288894,0
7,0,37.0,3.5658043987648727,1
7,0,36.0,3.556497883920812,1
6,0,49.0,3.5683171617897043,1
3,1,36.0,3.6019849880980432,0
3,1,33.0,3.27724790012301,1
7,0,28.0,3.394392988732193,1
7,1,40.0,3.431411641859441,1
7,1,43.0,3.645121913437267,1
2,1,31.0,2.262184129824336,1
7,1,27.0,3.206098072140996,1
7,0,38.0,3.4290786007826637,1
7,1,39.0,2.4170985628157093,1
7,0,23.0,3.0527311557986043,1
7,0,31.0,2.791614146880038,1
7,1,34.0,3.0438527675748963,0
7,1,33.0,3.037676936589355,1
7,1,45.0,3.406143216748055,1
7,1,30.0,3.4281966070959835,1
7,0,29.0,3.0043613273391596,1
7,1,35.0,3.0501664148561534,1
7,1,40.0,2.7993762537324334,1
7,1,31.0,2.9416448608785504,1
1,1,26.0,2.5738134137975335,1
7,0,23.0,3.4130692649482524,1
7,1,30.0,3.644773684450503,1
7,1,34.0,2.820476805417207,1
7,1,32.0,2.8033417197629134,1
7,1,29.0,2.8771715500949715,1
7,1,31.0,3.1017009708303496,1
7,1,27.0,2.6141593552785394,1
7,1,41.0,3.8385994970938655,1
5,1,39.0,2.3715704008696465,0
7,0,37.0,3.7973682171364773,1
7,1,37.0,3.178883384299958,1
7,1,49.0,2.9783272551594844,1
7,1,44.0,3.143467815492955,1
7,1,43.0,2.9654140711190533,1
7,1,26.0,2.914990228768521,0
7,0,33.0,3.7284903365308355,1
7,0,40.0,3.071731967374071,1
7,1,31.0,3.8124059443271707,1
3,0,32.0,3.0016170087169214,1
7,1,37.0,3.930992581732297,1
7,0,24.0,2.457719241287811,1
7,1,37.0,2.8419929803751742,1
7,1,25.0,2.621079911672695,1
3,0,33.0,2.979234603357209,1
7,1,40.0,3.6656018444470915,1
1,1,40.0,2.386742767395795,1
7,0,26.0,2.961787790055908,1
1,1,36.0,3.022877275568222,1
7,0,33.0,2.3796114066914895,1
7,1,33.0,3.5541627919603744,1
7,1,34.0,3.174288456743007,1
7,1,37.0,2.9125541415807943,1
7,1,46.0,4.04318220317384,1
7,0,26.0,3.710381964635764,1
7,1,47.0,3.4757635782635266,1
7,0,43.0,2.9611721875312647,1
7,0,30.0,2.8614656904870674,1
7,1,30.0,3.9502259007000657,1
7,1,24.0,3.5962285839223305,1
7,0,36.0,3.156704850805025,0
7,1,31.0,3.3781382410088083,1
7,0,37.0,3.2249040228335333,1
2,0,38.0,3.6725083885849097,0
7,1,35.0,3.286619443542515,1
7,1,29.0,3.001766444634185,1
7,1,26.0,4.085718267734565,1
7,1,45.0,2.713980680765462,1
7,1,47.0,2.917165275991723,1
7,1,30.0,3.199912154599644,1
7,1,42.0,2.734606679812315,1
7,1,33.0,3.4809027036748974,1
7,1,43.0,3.5293911006413734,1
7,1,32.0,2.771850956330014,1
7,1,40.0,3.6214685247284573,1
7,0,49.0,2.8998854267756666,1
7,0,37.0,2.7103631028528583,1
7,1,34.0,2.245983216932235,1
1,1,40.0,3.105590130760726,1
7,1,38.0,3.7167180464638885,1
7,0,30.0,3.64684609433436,1
7,1,31.0,3.480422215206721,1
7,1,31.0,2.8186034336017185,1
7,1,45.0,2.6857117141526157,1
7,1,30.0,3.530605512920862,1
7,0,31.0,3.935009878423556,0
7,1,42.0,3.1539332170247145,1
7,0,29.0,3.618677112508537,1
7,1,39.0,3.726526869946983,1
7,0,47.0,3.115446615346651,1
5,0,44.0,3.6846816102346165,1
7,0,24.0,3.1173618729127472,1
1,1,28.0,3.532945313700139,1
7,0,29.0,3.934576964234824,1
7,1,34.0,3.182332636121602,1
7,1,35.0,3.030601409488175,1
7,0,25.0,3.195160403675341,1
7,1,36.0,2.852903179388049,1
7,0,47.0,3.73044782241768,1
7,1,48.0,3.0882044670885365,1
7,1,32.0,3.0525164688231476,1
7,0,35.0,3.7822760609646497,1
7,0,35.0,3.833716372200991,1
7,0,28.0,3.7658638623963143,1
7,1,41.0,3.4210832436284258,1
4,0,40.0,3.449364894695244,1
7,0,36.0,3.4062614242781577,1
7,1,43.0,2.4470724076510075,1
7,1,33.0,2.908744351351351,1
7,0,37.0,3.254227091375664,1
7,0,39.0,3.7299085572027524,1
7,0,45.0,3.9014579652061205,1
7,0,44.0,3.764622410835758,0
7,0,36.0,3.3545243075553746,1
7,1,35.0,3.27879011892034,1
7,0,43.0,2.664471254892252,1
7,1,36.0,3.4761458221447525,1
7,1,37.0,3.899013385873128,1
2,0,28.0,2.8405221383017865,1
7,1,38.0,3.167127951314948,1
7,1,46.0,3.3379730770745635,1
7,0,36.0,3.5689667933973013,1
7,1,37.0,3.6169429104777797,1
7,1,41.0,3.114988508856331,1
7,0,30.0,3.5788884239629857,1
7,1,36.0,3.139382745471472,1
7,1,44.0,2.4357790322749056,1
7,0,48.0,3.3997438459751548,1
7,1,34.0,3.4460169250430708,1
7,1,40.0,3.4000551164370436,0
7,0,26.0,3.4782841170930547,1
7,0,44.0,3.1946350292609917,1
7,0,36.0,3.0495883236561356,1
7,1,46.0,2.827133156017283,1
1,1,24.0,3.5507537085719822,0
4,1,40.0,2.983733636886633,1
7,1,42.0,2.8747446866782402,1
7,0,46.0,3.987579823163042,1
7,0,52.0,3.9559065966689135,1
7,1,20.0,2.9897392642756944,1
7,1,39.0,2.3168378817443416,1
7,0,47.0,3.7379068676053064,1
7,1,44.0,3.401420506265676,1
7,0,38.0,3.102877709343291,1
7,1,35.0,2.9285972546158754,1
7,0,34.0,3.7596984126168866,1
7,0,39.0,3.725333496982385,1
1,1,45.0,2.98315677433896,1
7,1,42.0,4.009544001568262,1
7,1,39.0,2.9683099230688446,1
7,1,35.0,2.741072201947561,0
2,1,31.0,3.4572767077981372,1
7,0,26.0,3.2352515759795346,0
7,0,39.0,2.8736245852126565,1
7,0,40.0,3.4466225430631616,1
7,0,31.0,3.2932964720596543,1
7,0,39.0,3.7962369770385105,1
7,1,29.0,3.515893784137513,1
4,0,41.0,2.7414212299456038,1
7,1,40.0,3.694604844222006,1
7,1,51.0,3.1498108564215963,1
7,1,39.0,3.394382672151203,1
5,1,28.0,3.3185919275423457,1
7,1,49.0,2.7067206530570225,1
7,1,39.0,2.927244406033044,1
7,1,43.0,4.111700645631376,1
7,0,36.0,3.260544208871601,1
2,1,38.0,2.963628888533448,1
7,1,35.0,3.240914010488505,1
7,1,38.0,2.887464091270447,1
7,1,56.0,3.0394478008606693,1
7,1,44.0,2.6768157620213238,1
7,0,34.0,3.240304807189869,1
7,1,40.0,3.4471797324377884,1
7,0,28.0,3.1255329871237203,1
1,0,30.0,2.997502337275455,1
7,1,44.0,2.9325573205114184,1
7,1,44.0,3.535884591153838,1
7,1,40.0,3.131980456645874,1
7,0,32.0,3.437906283691319,1
7,1,33.0,3.494530682537454,0
7,1,39.0,3.5844006593951425,1
2,1,42.0,3.2855219064896626,1
7,0,43.0,3.769571164526618,1
7,1,36.0,3.530741239724036,1
7,0,29.0,3.244782181089027,1
7,1,28.0,3.072703780968315,1
3,1,19.0,3.051871887097608,1
7,1,37.0,3.3860196975623964,1
7,1,39.0,3.466214620122032,1
7,1,37.0,3.451410738484354,1
7,1,41.0,3.38774564308869,1
7,0,32.0,3.2235455959341865,1
7,1,36.0,3.358321452690793,1
7,0,45.0,3.3528632004377226,1
7,0,40.0,2.834900202875315,1
7,1,46.0,3.1467115877460636,1
7,1,47.0,3.3723356924213066,1
5,1,31.0,3.071262563221425,1
7,1,34.0,3.0466645611534378,1
7,1,36.0,3.4291365899132953,1
7,0,43.0,2.788756275730743,0
7,1,47.0,3.5810870648674427,1
7,0,30.0,2.9283697756304417,1
7,1,38.0,2.9697115282536264,1
7,1,45.0,3.653929909069759,1
7,1,37.0,3.397305717766493,1
7,1,28.0,3.10709541475622,1
7,0,33.0,3.798960562092627,1
7,1,26.0,3.6270442992884107,1
2,0,37.0,3.00573301288109,1
7,0,37.0,3.486296690079355,1
2,0,21.0,2.416866942783278,1
6,1,41.0,3.6443009093048158,0
7,1,44.0,3.5748657248198694,1
2,1,35.0,3.775318560198835,1
7,1,36.0,3.3570765078696843,1
7,1,42.0,3.1985427595920712,0
7,1,36.0,3.326466913405526,1
7,1,39.0,3.577500740049284,1
7,0,35.0,3.333678049650432,1
1,1,31.0,3.0365405746140883,1
7,1,38.0,2.5174602980863257,1
7,1,30.0,2.9107828699253746,1
7,0,43.0,2.7738155802361026,1
2,1,42.0,3.115383491880758,1
7,1,45.0,3.7632903103651874,1
7,0,43.0,3.4111380945040115,1
7,0,38.0,3.599827198707867,1
7,0,47.0,3.2524539641378873,1
7,0,47.0,4.214066651023616,1
7,0,40.0,2.8840146640882436,1
7,1,33.0,2.805070291194804,1
7,0,41.0,2.998648545689163,1
7,1,34.0,3.4612407690785427,1
5,0,39.0,3.3832723669857834,1
3,0,31.0,2.8966263189104224,1
7,1,39.0,3.10470056534347,1
7,0,35.0,3.3731089952104036,1
2,0,21.0,2.907675789089382,1
7,1,30.0,3.195788420781106,1
7,1,35.0,3.674513899496367,1
2,0,40.0,2.5032580248800786,1
7,1,41.0,3.526536472364912,0
7,0,31.0,4.057441108184267,1
7,0,38.0,3.2395925115966726,1
7,1,40.0,3.380278660997542,1
7,1,31.0,2.9496491359519306,1
7,0,45.0,3.2675671805682653,1
7,1,47.0,4.03357105953663,1
7,0,46.0,3.3613084326476006,1
7,1,31.0,2.603061744814062,0
7,1,43.0,2.8782253454568405,1
7,1,47.0,2.693176722003286,1
3,1,34.0,3.140604488342459,1
7,1,40.0,3.244959525954856,1
2,1,28.0,2.9490194521744284,1
7,1,36.0,3.3130708942194547,1
7,0,37.0,4.000224594707177,1
7,1,38.0,3.0615824510350977,1
7,0,49.0,3.6576245836496932,1
1,0,37.0,2.908930914155049,0
7,1,43.0,2.497666891038299,1
7,0,36.0,3.2042313687036814,1
7,1,34.0,3.265642653633303,1
7,1,29.0,3.5785262725070712,1
7,0,25.0,3.4200047884970544,1
7,1,28.0,2.753623429345444,1
7,0,40.0,3.4117545145028543,1
7,0,36.0,3.8597449386879905,0
7,1,43.0,2.64762142622624,1
7,1,39.0,2.6027348781017854,1
7,0,45.0,3.846459033203762,1
7,0,37.0,3.198259785845652,1
7,1,47.0,3.6837781643863114,1
7,1,39.0,3.7108033385486543,1
7,1,46.0,3.4438613740901736,1
7,1,29.0,3.2127841597649667,1
7,1,32.0,3.627648015692083,1
7,1,50.0,3.9181496217961413,1
7,1,34.0,3.144999935392242,0
7,1,35.0,3.092584005893539,1
7,1,42.0,2.9122392489418276,1
4,1,31.0,3.2459940547096426,1
7,1,30.0,2.750125942735313,1
7,1,40.0,2.7684468472345007,1
7,1,31.0,3.026922540322478,1
7,1,28.0,3.7250331617997805,1
7,0,46.0,2.7380208373642376,1
7,1,37.0,3.5178736329053857,1
7,0,32.0,3.1224406233694246,1
7,1,29.0,4.077300211165398,1
2,1,27.0,2.7914829441395925,1
7,0,42.0,2.92904099786005,1
7,0,39.0,3.555323134057123,1
7,1,36.0,3.506787375341557,1
7,0,41.0,3.306298534275958,1
7,0,31.0,3.8855229432722513,1
7,1,37.0,3.6273972711036935,1
7,1,38.0,3.0474569124219486,1
7,1,36.0,3.2725470151266634,1
7,1,38.0,3.1026101043889365,1
7,1,45.0,3.165057189456334,1
7,1,41.0,2.839162219741595,1
7,0,41.0,2.826816759330103,1
7,0,34.0,3.028548758801828,1
7,1,34.0,4.1133908355174835,0
7,1,44.0,3.5834940308169796,1
7,1,40.0,2.77359780841302,1
7,0,31.0,3.503599494355675,1
7,0,35.0,3.4886674501350368,1
7,1,41.0,3.267443938761073,0
7,0,38.0,3.2751837259056136,1
7,1,45.0,3.7378007484158005,1
7,1,29.0,2.806412050362176,1
7,0,39.0,3.0910510151082815,1
7,0,36.0,3.6741924519439033,1
7,0,49.0,3.846152432728589,1
2,1,29.0,2.9678757615079236,1
7,1,45.0,3.0298316495238753,1
7,1,45.0,3.889322691647993,1
7,1,33.0,3.0254554337323865,1
2,0,25.0,3.830296052962688,0
7,1,37.0,3.3740043615930007,1
7,1,45.0,3.3012659284848205,1
7,1,33.0,2.543259649920009,1
7,0,33.0,2.855863778205843,0
7,1,36.0,2.6798235141484565,1
7,1,30.0,2.9096513938054724,1
7,0,33.0,2.7052436891632103,1
1,0,33.0,2.3129800119932074,0
7,1,37.0,3.9867089547733134,1
5,0,36.0,2.9561912363233893,1
7,1,33.0,3.1823382484457774,1
2,1,31.0,2.682431023958507,1
7,1,36.0,2.6921966291706516,1
7,0,37.0,3.5629824750861303,1
7,1,30.0,3.5806662662482642,0
7,1,43.0,3.360542058861996,1
7,1,45.0,3.168230322894116,1
2,1,40.0,1.8859860939966102,1
1,1,32.0,3.157925706063874,1
7,0,35.0,2.409821400381958,1
7,0,29.0,3.4606854277750627,1
7,0,46.0,3.084307952528211,1
7,1,37.0,4.20345209370384,1
7,0,36.0,3.0411269791732187,1
7,1,34.0,3.3765395988271463,1
7,1,44.0,3.181006491714721,1
7,0,43.0,3.2450152033801922,1
7,0,36.0,3.4306219110319343,1
7,0,31.0,3.3282179568595325,1
7,0,40.0,3.5992551516466227,1
7,0,58.0,3.3845418665461007,1
7,1,55.0,3.664259191549592,1
7,1,45.0,3.0632434251741754,1
7,1,36.0,3.2188025589343625,1
2,1,35.0,2.9351249247878797,0
7,1,32.0,3.203342745514505,1
7,0,34.0,3.6026760895180745,1
7,1,24.0,3.007669800140624,1
7,1,34.0,3.513116951465236,1
2,1,41.0,3.5596684515788093,1
1,1,33.0,2.825221929286233,0
7,0,40.0,3.294109406616595,1
7,1,42.0,3.841240547737924,1
2,0,34.0,3.8677200539431937,1
7,1,40.0,3.02179541085295,1
4,1,37.0,2.642399616829866,1
7,0,41.0,3.433213757401406,1
7,1,40.0,3.3837272777185747,1
2,1,29.0,3.434285838519483,1
7,0,42.0,3.928452646192939,1
2,0,37.0,3.406018799556296,1
7,0,40.0,3.632865050869024,1
7,0,34.0,3.8642007364377813,1
7,1,33.0,3.357455415555101,1
7,0,34.0,3.1288893888311393,1
7,1,41.0,3.294260935621306,1
7,0,42.0,3.524400679241973,1
7,1,46.0,3.5430391643029253,1
7,1,45.0,3.419513726958878,1
7,1,34.0,3.560574270302309,1
7,1,38.0,3.0578368065629906,1
7,1,29.0,2.961800442233685,1
7,0,35.0,3.341328215164878,1
2,0,37.0,3.984118456441664,0
7,1,30.0,3.462186375325412,1
7,1,42.0,3.300712159919083,0
7,0,34.0,3.641693993654745,1
7,0,40.0,3.451807192677277,1
7,0,41.0,3.476179946116618,1
7,1,44.0,3.293198019629061,1
7,1,39.0,2.8652423506085003,1
7,1,43.0,3.7847257894230273,1
7,1,33.0,3.0835240535469386,1
7,0,31.0,3.1681120272677923,1
7,1,47.0,3.499308675726035,1
7,0,44.0,3.6883777477798354,1
7,1,38.0,3.0578613800586005,1
7,1,34.0,3.1238334317925167,0
7,1,50.0,3.6197777720214948,1
7,1,27.0,2.954956286509887,1
7,1,38.0,4.0833461181695245,1
7,1,38.0,3.2934901559665066,1
7,1,46.0,3.2116833563232268,0
7,0,36.0,2.6191031958334667,1
4,0,31.0,3.202137479729995,0
7,1,49.0,2.8852277240912914,0
7,1,38.0,2.858791981067699,1
7,0,38.0,3.1862202965306294,1
7,1,35.0,3.2175141556251035,1
7,1,34.0,3.1193424690021843,1
7,0,40.0,3.121059948437889,1
7,0,44.0,3.618508023589219,1
7,0,38.0,3.3749131868342532,1
7,1,38.0,3.2366671013257693,1
7,1,39.0,2.65372225508134,1
7,0,31.0,3.1454850970508845,1
7,0,35.0,3.23878662435871,1
1,1,31.0,2.6920045644309556,0
7,0,38.0,3.617354195168566,1
7,1,45.0,3.283633324182014,1
4,0,36.0,2.8668380406014586,1
7,1,38.0,2.871779133767074,1
7,0,52.0,3.4239201753435013,1
7,1,35.0,3.0293593838616095,1
7,1,46.0,3.429035509259943,0
7,1,35.0,2.621552387942173,1
7,1,29.0,2.273409678998747,1
7,1,36.0,3.3176375193144807,1
7,0,41.0,3.0920439617025943,1
7,1,33.0,3.055142276275155,1
4,0,36.0,3.8452483075754933,1
1,0,32.0,3.556848485654288,1
7,1,42.0,3.2128904617777665,1
7,0,37.0,4.438096451057538,1
7,1,32.0,3.8392810296201487,1
7,0,37.0,2.951927505552927,1
7,1,34.0,2.600404476830527,1
1,1,34.0,3.2429887794726335,1
7,1,43.0,4.011870349548027,1
7,0,37.0,3.051008324185645,1
7,1,37.0,2.4622089930839586,1
7,1,43.0,3.511960860196709,1
7,1,42.0,3.298761145514979,1
7,0,37.0,3.2400738254916757,1
7,0,31.0,3.7279884878532403,1
7,1,48.0,2.747645786698788,1
7,1,35.0,3.370781348013325,1
2,0,31.0,2.3432770874835995,1
7,0,36.0,3.5437724775164763,1
7,1,40.0,3.3331049465539726,1
7,0,36.0,3.048002087195048,0
7,1,35.0,3.4145246903135367,1
7,1,37.0,3.1503788503911108,1
7,0,42.0,2.8513752358637228,1
7,1,34.0,3.0789317385902475,1
7,0,33.0,2.786407464906411,1
7,1,45.0,3.517856882030893,1
7,1,31.0,3.2424574537092536,1
7,1,39.0,3.1062617258295453,1
7,1,40.0,2.677349549887652,1
7,1,35.0,3.462608063046182,1
7,0,37.0,2.63715355857171,1
7,1,45.0,2.6146041589338473,1
7,0,41.0,3.6047704170914945,1
3,1,37.0,2.9905318360323005,1
7,1,28.0,3.0389992778990043,1
7,1,44.0,2.94795396634956,0
7,1,37.0,3.5646747795814706,1
2,0,33.0,3.473473914882362,0
7,1,39.0,3.0340092303439974,1
7,1,32.0,3.039993070700589,1
7,1,31.0,3.0538575564487394,1
7,0,37.0,3.031835740939293,1
7,1,31.0,2.6248187995841863,1
7,1,38.0,2.197852976027746,1
2,0,44.0,3.392494137490372,1
7,0,32.0,4.133586363393433,1
7,1,40.0,3.813616645102837,1
7,0,41.0,3.6477931650620503,1
7,1,48.0,3.532359813191455,1
7,0,41.0,3.4903652556963265,1
7,0,31.0,3.328920512425497,1
2,1,36.0,3.325420568173341,0
7,0,42.0,2.690760511916733,1
7,0,40.0,2.8975256193517502,0
7,1,39.0,3.00476043520067,1
7,0,38.0,3.6872464981206066,1
6,1,42.0,2.7502457906225537,1
7,1,39.0,3.0406235411628053,1
3,1,35.0,3.6492408238680407,1
7,1,32.0,3.499089768757207,1
7,0,42.0,3.3618457490966316,1
7,1,36.0,3.242718706922374,1
7,1,34.0,3.361769936874282,1
7,1,38.0,3.204612869071292,0
7,1,36.0,3.5011185810836882,1
7,1,30.0,3.205079379962057,1
2,1,33.0,2.963056410458245,1
2,1,36.0,2.7108281075688905,1
7,0,35.0,3.740375442907299,1
2,1,32.0,2.411298437625561,0
7,0,29.0,3.1496553933495433,1
7,1,43.0,3.0050086489376437,1
7,1,39.0,3.1383911544339473,1
7,0,35.0,3.472823826255767,1
7,0,41.0,3.3306965008000193,1
7,0,40.0,2.9748446957734807,1
7,0,38.0,3.092303498077217,1
7,1,30.0,3.1626373604167055,1
7,0,40.0,2.580905240899405,1
7,1,36.0,3.0704946317927435,1
7,1,34.0,2.749406665431098,1
7,0,41.0,4.5430779114754305,1
7,1,41.0,4.114960818156801,1
7,0,33.0,4.03859119294644,1
7,0,41.0,2.856942373466355,1
7,1,35.0,3.3041736805010804,1
7,1,32.0,2.6428204229378918,1
1,1,36.0,2.7293726894900514,1
7,0,27.0,3.364722217845208,1
7,0,29.0,3.2484460488015365,1
7,1,38.0,3.910025085725624,1
7,1,26.0,2.679519112217572,1
7,1,41.0,3.418585357364994,1
1,0,33.0,3.640569892576273,1
7,1,36.0,4.133213391608354,1
7,1,44.0,2.6087631248146073,1
7,1,45.0,3.5456717673714704,1
7,1,36.0,3.3310979454793372,1
7,1,27.0,3.200438064309174,1
7,0,37.0,3.871689339783417,1
7,1,27.0,2.865277361136473,1
7,1,27.0,2.3370328439532395,1
7,0,42.0,3.906092406214846,1
7,1,45.0,3.3945818811388606,1
7,1,36.0,3.4586662581428405,1
7,1,33.0,3.2315349979023065,1
3,0,35.0,2.828009600950726,0
7,1,29.0,2.91201087221165,1
7,1,30.0,3.1659381779523943,1
7,1,28.0,3.496769496715048,1
7,1,45.0,3.151130192774418,1
7,1,41.0,3.3420868231896694,1
7,0,39.0,3.168160179436275,1
7,0,48.0,2.9973624215474635,1
7,0,41.0,2.848545448391245,1
7,0,34.0,3.557874194414911,1
7,0,43.0,3.682127741071823,1
2,1,36.0,3.4822450668863913,0
2,1,32.0,2.598671596599024,0
7,0,33.0,3.3336192306087,1
7,0,50.0,2.9803421694972942,1
2,1,30.0,2.9096778111915422,1
7,1,42.0,3.4913246018958333,1
7,0,56.0,3.660702700047298,1
7,0,31.0,2.821690605837001,1
7,0,35.0,3.347621582759,1
7,1,31.0,2.611933655581574,0
7,1,47.0,3.463635782494558,1
7,0,41.0,2.786365074876069,1
4,1,38.0,2.5614257953592587,1
7,0,34.0,1.8975086049960432,1
2,0,39.0,2.802207235005294,1
